ts_anglevertical,anglevertical,ts_charge,charge,ts_co2,co2,ts_humidity,humidity,ts_illumination,illumination,ts_noise,noise,ts_powerstate,powerstate,ts_temperature,temperature,ts_timestamp,timestamp,ts_type,type
2022-08-10 04:45:25,88,2022-08-10 04:45:25,95,2022-08-10 04:45:25,607,2022-08-10 04:45:25,44,2022-08-10 04:45:25,5,2022-08-10 04:45:25,47,2022-08-10 04:45:25,1,2022-08-10 04:45:25,27.5,2022-08-10 04:45:25,1577967331,2022-08-10 04:45:25,normal
2022-08-10 04:50:25,89,2022-08-10 04:50:25,95,2022-08-10 04:50:25,602,2022-08-10 04:50:25,44,2022-08-10 04:50:25,7,2022-08-10 04:50:25,46,2022-08-10 04:50:25,1,2022-08-10 04:50:25,27.5,2022-08-10 04:50:25,1577967631,2022-08-10 04:50:25,normal
2022-08-10 04:55:25,90,2022-08-10 04:55:25,95,2022-08-10 04:55:25,602,2022-08-10 04:55:25,44,2022-08-10 04:55:25,7,2022-08-10 04:55:25,47,2022-08-10 04:55:25,1,2022-08-10 04:55:25,27.5,2022-08-10 04:55:25,1577967931,2022-08-10 04:55:25,normal
2022-08-10 05:00:25,87,2022-08-10 05:00:25,95,2022-08-10 05:00:25,605,2022-08-10 05:00:25,44,2022-08-10 05:00:25,10,2022-08-10 05:00:25,46,2022-08-10 05:00:25,1,2022-08-10 05:00:25,27.5,2022-08-10 05:00:25,1577968231,2022-08-10 05:00:25,normal
2022-08-10 05:05:25,90,2022-08-10 05:05:25,95,2022-08-10 05:05:25,604,2022-08-10 05:05:25,44,2022-08-10 05:05:25,17,2022-08-10 05:05:25,47,2022-08-10 05:05:25,1,2022-08-10 05:05:25,27.5,2022-08-10 05:05:25,1577968531,2022-08-10 05:05:25,normal
2022-08-10 05:10:24,89,2022-08-10 05:10:24,95,2022-08-10 05:10:24,598,2022-08-10 05:10:24,44,2022-08-10 05:10:24,25,2022-08-10 05:10:24,46,2022-08-10 05:10:24,1,2022-08-10 05:10:24,27.5,2022-08-10 05:10:24,1577968831,2022-08-10 05:10:24,normal
2022-08-10 05:15:25,89,2022-08-10 05:15:25,95,2022-08-10 05:15:25,588,2022-08-10 05:15:25,44,2022-08-10 05:15:25,28,2022-08-10 05:15:25,47,2022-08-10 05:15:25,1,2022-08-10 05:15:25,27.5,2022-08-10 05:15:25,1577969131,2022-08-10 05:15:25,normal
2022-08-10 05:20:25,89,2022-08-10 05:20:25,95,2022-08-10 05:20:25,583,2022-08-10 05:20:25,44,2022-08-10 05:20:25,28,2022-08-10 05:20:25,47,2022-08-10 05:20:25,1,2022-08-10 05:20:25,27.5,2022-08-10 05:20:25,1577969431,2022-08-10 05:20:25,normal
2022-08-10 05:25:25,88,2022-08-10 05:25:25,95,2022-08-10 05:25:25,606,2022-08-10 05:25:25,44,2022-08-10 05:25:25,38,2022-08-10 05:25:25,46,2022-08-10 05:25:25,1,2022-08-10 05:25:25,27.5,2022-08-10 05:25:25,1577969731,2022-08-10 05:25:25,normal
2022-08-10 05:30:25,90,2022-08-10 05:30:25,95,2022-08-10 05:30:25,606,2022-08-10 05:30:25,44,2022-08-10 05:30:25,71,2022-08-10 05:30:25,46,2022-08-10 05:30:25,1,2022-08-10 05:30:25,27.5,2022-08-10 05:30:25,1577970031,2022-08-10 05:30:25,normal
